,eus, eng, fin, fra, deu, ell, heb, hin, ind, jpn, kor, cmn, pes, rus, spa, tgl, tha, tur, vie
mig,0.48428937687060325,0.44782371596685844,0.5470891863421617,0.4271780381305199,0.48779432728366745,0.3876275643042054,0.3483924560716414,0.5306660141819022,0.375,0.8505964238332008,0.7452376673174659,0.5875210443078474,0.5285954792089683,0.454455274410019,0.33741084355092066,0.20896014789452755,0.375,0.6845533659279777,0.322227914413702
hae,0.3096408581898469,0.5831724892174538,0.4586680380392332,0.478359469042699,0.45868377466220955,0.4388574580545934,0.4018662564649279,0.3136472194470089,0.5816699867329622,0.4571428571428572,0.4586680380392332,0.5492510641447912,0.3238765962171868,0.4001133893991038,0.4456381387841226,0.5826875752341593,0.5816699867329622,0.42417107803756415,0.6605326300833978
qvi,0.304578350318806,0.45945945945945943,0.2892275292349139,0.44191908162497495,0.3481641262669297,0.38304730276087573,0.3940172930453505,0.3067801759498193,0.5931332643966325,0.33307598274792594,0.3155524355595467,0.39720371321368997,0.36980388199613035,0.34044982373860666,0.40947940914243863,0.568755653982935,0.6221951740825873,0.19992887940600257,0.6398198648874014
sag,0.4159877764631206,0.4276361929678576,0.49825479399574557,0.4090631597147212,0.4159749394779112,0.4472292016074334,0.38400759719278554,0.5922045641297224,0.4153154178481695,0.7351795511485751,0.7212526633309697,0.5648058601107555,0.5357929174514726,0.4627846906497465,0.4290863897816114,0.5165062215847718,0.2922239268688367,0.6328913784288117,0.36435827383627184
xsu,0.34959336874346214,0.5206987067305892,0.5056884672570192,0.49720668217628494,0.45078092998576147,0.5791872942349134,0.5448504363182438,0.4375448367941409,0.5149287499273341,0.4782060679127964,0.4507649636189103,0.571253537143728,0.48550424457247343,0.5236694883775331,0.5714627327955359,0.5765951007800295,0.4846117967977924,0.4992266043328085,0.4677093525776229
swh,0.36935852157948024,0.5261516861566092,0.4871794871794872,0.40700054667111896,0.5116137094944957,0.4221872955987196,0.31532136125766586,0.5248514928836624,0.4338614829277021,0.7022674209215782,0.7692307692307692,0.6530556667556445,0.38617541041383263,0.45641716778185915,0.42482022822759125,0.40700054667111896,0.4055545570740873,0.5584043165537885,0.44452992110554823
mzh,0.2805982934332476,0.3783783783783784,0.3155524355595467,0.3658171382101988,0.44844656837970975,0.3118604530794383,0.32129936821079264,0.40947940914243863,0.30251416753708427,0.6387494906551265,0.6051264051305077,0.4520033756488091,0.34240405077857083,0.3658171382101988,0.3067801759498193,0.3911844526817908,0.44782371596685844,0.4666192529373351,0.39969977481233576
yad,0.36111449222159364,0.4399502155842018,0.298642149820723,0.4493112082460653,0.4557522344051772,0.320975286603272,0.4498803957798191,0.3919664896742321,0.45513763205741575,0.5612732023143346,0.480475666533869,0.43222502604233115,0.43222502604233115,0.3241546646656256,0.3919664896742321,0.34918597338171353,0.5698454989926967,0.44736842105263164,0.5261208977927261
yaq,0.2606948505394322,0.3873211482551602,0.21227363855662373,0.35593881128046945,0.3180056605295265,0.2254033307585166,0.31864017749102014,0.11532162535853419,0.4729537233052701,0.319663948583391,0.26001463015925275,0.27948920725006776,0.3291796067500631,0.286932255346234,0.30156970423042184,0.4479475525261166,0.525658350974743,0.2745237498899883,0.5645351568385462
yor,0.4141139945795618,0.39969977481233576,0.44452992110554823,0.46473563867193945,0.47099625592978067,0.42024909563579715,0.3539417175302014,0.6008138360414592,0.25767819197691166,0.7839753100530713,0.6784120595874227,0.4827064734673431,0.4827064734673431,0.38022021319908783,0.40122075406218893,0.3238765962171867,0.16085360832172635,0.7038255611204538,0.19999999999999996
